,layer,label,surface,dist
998,l4,6092,91.5255704746757,411.8826693489249
999,l23,6102,75.71660830177717,377.51998562074715
1000,l23,6107,57.41149420684203,283.5380214563711
1001,l23,6108,123.14349482047277,330.33385341630003
1002,l4,6117,59.90764612887864,401.19112227677044
1003,l23,6122,81.54096278652926,341.8534321998737
1004,l23,6123,58.65957016786034,382.4986046739795
1005,l4,6130,70.30827913736452,391.0926575845308
1006,l4,6131,87.36531727128136,401.6633277708635
1007,l4,6132,74.8845576610983,414.84160609148626
1008,l23,6139,73.22045637974057,347.30428040209654
1009,l23,6146,22.46536729832949,268.7692327127794
1010,l23,6147,72.80443105940113,283.97599055838253
1011,l23,6152,57.41149420684203,354.75202126145615
1012,l23,6163,71.14032977804338,275.6083853414795
1013,l23,6164,60.323671449218075,307.55032510937014
1014,l4,6165,58.65957016786034,390.3314241800959
1015,l23,6172,29.537797744099887,291.17590065583425
1016,l23,6173,54.49931696446599,295.8553341939736
1017,l4,6174,109.83068456961084,406.0571632758903
1018,l23,6180,71.55635509838282,314.5842432680783
1019,l23,6187,69.0602031763462,310.23310047620953
1020,l23,6201,54.91534228480542,355.7590874802894
1021,l4,6205,37.858304150888586,393.10572937696423
1022,l23,6212,48.25893715937446,283.43340750075447
1023,l23,6213,64.48392465261243,284.79161788592415
1024,l23,6214,68.22815253566735,296.2321289347085
1025,l23,6215,55.74739292548429,346.7774528712285
1026,l23,6225,60.73969676955751,313.71378401179965
1027,l23,6230,66.98007657464903,338.267566912557
1028,l23,6235,63.65187401193356,363.3522430898243
1029,l23,6236,71.97238041872225,368.2419829162063
1030,l23,6237,65.73200061363073,387.3784820326591
1031,l23,6245,69.0602031763462,262.52364974013915
1032,l23,6246,43.68265863564068,379.8544076586322
1033,l23,6249,64.48392465261243,271.78806304944766
1034,l23,6273,32.03394966613649,317.87491426632226
1035,l23,6288,74.05250702041943,295.3333288967371
1036,l23,6292,12.48075961018305,254.57326317275073
1037,l4,6293,21.63331665765062,402.6645320658309
1038,l23,6312,71.55635509838282,311.4420210078077
1039,l23,6323,76.1326336221166,336.442175248257
1040,l23,6346,66.98007657464903,262.2979212588449
1041,l23,6347,61.98777273057582,371.3703480756475
1042,l23,6355,65.3159752932913,297.5152138888199
1043,l23,6356,116.90311501538123,315.71471759551605
1044,l23,6362,63.23584869159412,269.5702861185671
1045,l23,6363,81.54096278652926,279.513740688906
1046,l23,6369,56.9954688865026,381.26361355310775
1047,l23,6375,44.51470927631954,270.6110628740519
1048,l23,6376,111.49478585096858,337.04330901135165
1049,l23,6377,65.3159752932913,364.697753435501
1050,l4,6384,3.744227883054915,393.6077712103963
